index,Disease,Disease_Code,State,Year,Gender,Age,Age_Code,STD_Cases,Population,Rate_per_100K
22586,Gonorrhea,280,Illinois,1999,Unknown,35-39 years,35-39,1,,
22587,Gonorrhea,280,Illinois,1999,Unknown,40+ years,40+,1,,
22588,Gonorrhea,280,Illinois,1999,Unknown,Unknown,99,4,,
22589,Gonorrhea,280,Illinois,2000,Unknown,20-24 years,20-24,1,,
22590,Gonorrhea,280,Illinois,2000,Unknown,40+ years,40+,1,,
22591,Gonorrhea,280,Illinois,2001,Unknown,15-19 years,15-19,1,,
22592,Gonorrhea,280,Illinois,2001,Unknown,20-24 years,20-24,1,,
22593,Gonorrhea,280,Illinois,2002,Unknown,40+ years,40+,2,,
22594,Gonorrhea,280,Illinois,2002,Unknown,Unknown,99,1,,
22595,Gonorrhea,280,Illinois,2003,Unknown,Unknown,99,1,,
22596,Gonorrhea,280,Illinois,2005,Unknown,35-39 years,35-39,1,,
22597,Gonorrhea,280,Illinois,2008,Unknown,30-34 years,30-34,1,,
22598,Gonorrhea,280,Illinois,2009,Unknown,15-19 years,15-19,1,,
22599,Gonorrhea,280,Illinois,2009,Unknown,25-29 years,25-29,1,,
22600,Gonorrhea,280,Illinois,2009,Unknown,35-39 years,35-39,1,,
22601,Gonorrhea,280,Illinois,2009,Unknown,40+ years,40+,1,,
22602,Gonorrhea,280,Illinois,2010,Unknown,0-14 years,0-14,1,,
22603,Gonorrhea,280,Illinois,2010,Unknown,15-19 years,15-19,11,,
22604,Gonorrhea,280,Illinois,2010,Unknown,20-24 years,20-24,5,,
22605,Gonorrhea,280,Illinois,2010,Unknown,25-29 years,25-29,3,,
22606,Gonorrhea,280,Illinois,2010,Unknown,30-34 years,30-34,5,,
22607,Gonorrhea,280,Illinois,2010,Unknown,35-39 years,35-39,2,,
22608,Gonorrhea,280,Illinois,2010,Unknown,40+ years,40+,2,,
22609,Gonorrhea,280,Illinois,2011,Unknown,0-14 years,0-14,2,,
22610,Gonorrhea,280,Illinois,2011,Unknown,15-19 years,15-19,8,,
22611,Gonorrhea,280,Illinois,2011,Unknown,20-24 years,20-24,8,,
22612,Gonorrhea,280,Illinois,2011,Unknown,25-29 years,25-29,1,,
22613,Gonorrhea,280,Illinois,2011,Unknown,30-34 years,30-34,2,,
22614,Gonorrhea,280,Illinois,2011,Unknown,40+ years,40+,3,,
22615,Gonorrhea,280,Illinois,2012,Unknown,15-19 years,15-19,8,,
22616,Gonorrhea,280,Illinois,2012,Unknown,20-24 years,20-24,9,,
22617,Gonorrhea,280,Illinois,2012,Unknown,25-29 years,25-29,8,,
22618,Gonorrhea,280,Illinois,2012,Unknown,30-34 years,30-34,3,,
22619,Gonorrhea,280,Illinois,2012,Unknown,40+ years,40+,1,,
22620,Gonorrhea,280,Illinois,2013,Unknown,15-19 years,15-19,6,,
22621,Gonorrhea,280,Illinois,2013,Unknown,20-24 years,20-24,3,,
22622,Gonorrhea,280,Illinois,2013,Unknown,25-29 years,25-29,2,,
22623,Gonorrhea,280,Illinois,2013,Unknown,30-34 years,30-34,4,,
22624,Gonorrhea,280,Illinois,2013,Unknown,40+ years,40+,3,,
22625,Gonorrhea,280,Illinois,2014,Unknown,15-19 years,15-19,4,,
22626,Gonorrhea,280,Illinois,2014,Unknown,20-24 years,20-24,9,,
22627,Gonorrhea,280,Illinois,2014,Unknown,25-29 years,25-29,4,,
22628,Gonorrhea,280,Illinois,2014,Unknown,30-34 years,30-34,3,,
22629,Gonorrhea,280,Illinois,2014,Unknown,35-39 years,35-39,3,,
22630,Gonorrhea,280,Illinois,2014,Unknown,40+ years,40+,1,,
22631,Gonorrhea,280,Illinois,2014,Unknown,Unknown,99,1,,
22632,Gonorrhea,280,Indiana,2000,Unknown,15-19 years,15-19,5,,
22633,Gonorrhea,280,Indiana,2000,Unknown,20-24 years,20-24,1,,
22634,Gonorrhea,280,Indiana,2000,Unknown,25-29 years,25-29,1,,
22635,Gonorrhea,280,Indiana,2000,Unknown,30-34 years,30-34,3,,
22636,Gonorrhea,280,Indiana,2001,Unknown,15-19 years,15-19,1,,
22637,Gonorrhea,280,Indiana,2001,Unknown,20-24 years,20-24,8,,
22638,Gonorrhea,280,Indiana,2001,Unknown,35-39 years,35-39,1,,
22639,Gonorrhea,280,Indiana,2001,Unknown,Unknown,99,1,,
22640,Gonorrhea,280,Indiana,2002,Unknown,0-14 years,0-14,3,,
22641,Gonorrhea,280,Indiana,2002,Unknown,15-19 years,15-19,9,,
22642,Gonorrhea,280,Indiana,2002,Unknown,20-24 years,20-24,6,,
22643,Gonorrhea,280,Indiana,2002,Unknown,25-29 years,25-29,4,,
22644,Gonorrhea,280,Indiana,2002,Unknown,30-34 years,30-34,4,,
22645,Gonorrhea,280,Indiana,2002,Unknown,35-39 years,35-39,1,,
22646,Gonorrhea,280,Indiana,2003,Unknown,0-14 years,0-14,1,,
22647,Gonorrhea,280,Indiana,2003,Unknown,15-19 years,15-19,12,,
22648,Gonorrhea,280,Indiana,2003,Unknown,20-24 years,20-24,2,,
22649,Gonorrhea,280,Indiana,2003,Unknown,25-29 years,25-29,11,,
22650,Gonorrhea,280,Indiana,2003,Unknown,30-34 years,30-34,1,,
22651,Gonorrhea,280,Indiana,2003,Unknown,35-39 years,35-39,2,,
22652,Gonorrhea,280,Indiana,2003,Unknown,40+ years,40+,2,,
22653,Gonorrhea,280,Indiana,2004,Unknown,0-14 years,0-14,2,,
22654,Gonorrhea,280,Indiana,2004,Unknown,15-19 years,15-19,14,,
22655,Gonorrhea,280,Indiana,2004,Unknown,20-24 years,20-24,11,,
22656,Gonorrhea,280,Indiana,2004,Unknown,25-29 years,25-29,3,,
22657,Gonorrhea,280,Indiana,2004,Unknown,30-34 years,30-34,1,,
22658,Gonorrhea,280,Indiana,2005,Unknown,15-19 years,15-19,13,,
22659,Gonorrhea,280,Indiana,2005,Unknown,20-24 years,20-24,8,,
22660,Gonorrhea,280,Indiana,2005,Unknown,25-29 years,25-29,2,,
22661,Gonorrhea,280,Indiana,2005,Unknown,40+ years,40+,1,,
22662,Gonorrhea,280,Indiana,2005,Unknown,Unknown,99,1,,
22663,Gonorrhea,280,Indiana,2006,Unknown,15-19 years,15-19,5,,
22664,Gonorrhea,280,Indiana,2006,Unknown,20-24 years,20-24,18,,
22665,Gonorrhea,280,Indiana,2006,Unknown,25-29 years,25-29,6,,
22666,Gonorrhea,280,Indiana,2006,Unknown,35-39 years,35-39,2,,
22667,Gonorrhea,280,Indiana,2007,Unknown,0-14 years,0-14,1,,
22668,Gonorrhea,280,Indiana,2007,Unknown,15-19 years,15-19,10,,
22669,Gonorrhea,280,Indiana,2007,Unknown,20-24 years,20-24,8,,
22670,Gonorrhea,280,Indiana,2007,Unknown,25-29 years,25-29,2,,
22671,Gonorrhea,280,Indiana,2007,Unknown,30-34 years,30-34,3,,
22672,Gonorrhea,280,Indiana,2007,Unknown,40+ years,40+,2,,
22673,Gonorrhea,280,Indiana,2008,Unknown,0-14 years,0-14,1,,
22674,Gonorrhea,280,Indiana,2008,Unknown,15-19 years,15-19,8,,
22675,Gonorrhea,280,Indiana,2008,Unknown,20-24 years,20-24,5,,
22676,Gonorrhea,280,Indiana,2008,Unknown,25-29 years,25-29,4,,
22677,Gonorrhea,280,Indiana,2008,Unknown,35-39 years,35-39,2,,
22678,Gonorrhea,280,Indiana,2009,Unknown,0-14 years,0-14,2,,
22679,Gonorrhea,280,Indiana,2009,Unknown,15-19 years,15-19,2,,
22680,Gonorrhea,280,Indiana,2009,Unknown,20-24 years,20-24,8,,
22681,Gonorrhea,280,Indiana,2009,Unknown,25-29 years,25-29,2,,
22682,Gonorrhea,280,Indiana,2009,Unknown,30-34 years,30-34,5,,
22683,Gonorrhea,280,Indiana,2010,Unknown,0-14 years,0-14,8,,
22684,Gonorrhea,280,Indiana,2010,Unknown,15-19 years,15-19,2,,
22685,Gonorrhea,280,Indiana,2010,Unknown,20-24 years,20-24,1,,
22686,Gonorrhea,280,Indiana,2010,Unknown,25-29 years,25-29,1,,
22687,Gonorrhea,280,Indiana,2010,Unknown,35-39 years,35-39,1,,
22688,Gonorrhea,280,Indiana,2010,Unknown,40+ years,40+,1,,
22689,Gonorrhea,280,Indiana,2011,Unknown,15-19 years,15-19,2,,
22690,Gonorrhea,280,Indiana,2011,Unknown,20-24 years,20-24,7,,
22691,Gonorrhea,280,Indiana,2011,Unknown,30-34 years,30-34,1,,
22692,Gonorrhea,280,Indiana,2011,Unknown,40+ years,40+,2,,
22693,Gonorrhea,280,Indiana,2012,Unknown,15-19 years,15-19,3,,
22694,Gonorrhea,280,Indiana,2012,Unknown,20-24 years,20-24,6,,
22695,Gonorrhea,280,Indiana,2012,Unknown,25-29 years,25-29,2,,
22696,Gonorrhea,280,Indiana,2013,Unknown,20-24 years,20-24,1,,
22697,Gonorrhea,280,Indiana,2014,Unknown,15-19 years,15-19,1,,
22698,Gonorrhea,280,Indiana,2014,Unknown,20-24 years,20-24,3,,
22699,Gonorrhea,280,Indiana,2014,Unknown,25-29 years,25-29,1,,
22700,Gonorrhea,280,Iowa,2002,Unknown,15-19 years,15-19,1,,
22701,Gonorrhea,280,Iowa,2003,Unknown,15-19 years,15-19,3,,
22702,Gonorrhea,280,Iowa,2003,Unknown,20-24 years,20-24,1,,
22703,Gonorrhea,280,Iowa,2003,Unknown,40+ years,40+,1,,
22704,Gonorrhea,280,Iowa,2004,Unknown,15-19 years,15-19,1,,
22705,Gonorrhea,280,Iowa,2004,Unknown,25-29 years,25-29,1,,
22706,Gonorrhea,280,Kentucky,2000,Unknown,0-14 years,0-14,1,,
22707,Gonorrhea,280,Kentucky,2000,Unknown,15-19 years,15-19,16,,
22708,Gonorrhea,280,Kentucky,2000,Unknown,20-24 years,20-24,5,,
22709,Gonorrhea,280,Kentucky,2000,Unknown,40+ years,40+,4,,
22710,Gonorrhea,280,Kentucky,2001,Unknown,15-19 years,15-19,3,,
22711,Gonorrhea,280,Kentucky,2001,Unknown,20-24 years,20-24,2,,
22712,Gonorrhea,280,Kentucky,2001,Unknown,25-29 years,25-29,1,,
22713,Gonorrhea,280,Kentucky,2001,Unknown,40+ years,40+,1,,
22714,Gonorrhea,280,Kentucky,2002,Unknown,15-19 years,15-19,2,,
22715,Gonorrhea,280,Kentucky,2003,Unknown,15-19 years,15-19,2,,
22716,Gonorrhea,280,Kentucky,2003,Unknown,25-29 years,25-29,3,,
22717,Gonorrhea,280,Kentucky,2003,Unknown,Unknown,99,1,,
22718,Gonorrhea,280,Kentucky,2004,Unknown,15-19 years,15-19,2,,
22719,Gonorrhea,280,Kentucky,2004,Unknown,20-24 years,20-24,1,,
22720,Gonorrhea,280,Kentucky,2004,Unknown,35-39 years,35-39,1,,
22721,Gonorrhea,280,Kentucky,2004,Unknown,Unknown,99,1,,
22722,Gonorrhea,280,Kentucky,2005,Unknown,15-19 years,15-19,1,,
22723,Gonorrhea,280,Kentucky,2005,Unknown,20-24 years,20-24,2,,
22724,Gonorrhea,280,Kentucky,2005,Unknown,25-29 years,25-29,1,,
22725,Gonorrhea,280,Kentucky,2005,Unknown,40+ years,40+,1,,
22726,Gonorrhea,280,Kentucky,2005,Unknown,Unknown,99,1,,
22727,Gonorrhea,280,Kentucky,2006,Unknown,15-19 years,15-19,4,,
22728,Gonorrhea,280,Kentucky,2006,Unknown,20-24 years,20-24,1,,
22729,Gonorrhea,280,Kentucky,2006,Unknown,25-29 years,25-29,1,,
22730,Gonorrhea,280,Kentucky,2006,Unknown,30-34 years,30-34,1,,
22731,Gonorrhea,280,Kentucky,2007,Unknown,15-19 years,15-19,2,,
22732,Gonorrhea,280,Kentucky,2007,Unknown,Unknown,99,1,,
22733,Gonorrhea,280,Kentucky,2008,Unknown,15-19 years,15-19,1,,
22734,Gonorrhea,280,Kentucky,2008,Unknown,20-24 years,20-24,2,,
22735,Gonorrhea,280,Kentucky,2008,Unknown,25-29 years,25-29,1,,
22736,Gonorrhea,280,Kentucky,2008,Unknown,40+ years,40+,1,,
22737,Gonorrhea,280,Kentucky,2008,Unknown,Unknown,99,2,,
22738,Gonorrhea,280,Kentucky,2009,Unknown,15-19 years,15-19,1,,
22739,Gonorrhea,280,Kentucky,2009,Unknown,20-24 years,20-24,2,,
22740,Gonorrhea,280,Kentucky,2009,Unknown,25-29 years,25-29,1,,
22741,Gonorrhea,280,Kentucky,2009,Unknown,35-39 years,35-39,1,,
22742,Gonorrhea,280,Kentucky,2010,Unknown,20-24 years,20-24,2,,
22743,Gonorrhea,280,Kentucky,2010,Unknown,25-29 years,25-29,1,,
22744,Gonorrhea,280,Kentucky,2010,Unknown,Unknown,99,1,,
22745,Gonorrhea,280,Kentucky,2011,Unknown,0-14 years,0-14,1,,
22746,Gonorrhea,280,Kentucky,2011,Unknown,15-19 years,15-19,6,,
22747,Gonorrhea,280,Kentucky,2011,Unknown,20-24 years,20-24,3,,
22748,Gonorrhea,280,Kentucky,2011,Unknown,25-29 years,25-29,1,,
22749,Gonorrhea,280,Kentucky,2011,Unknown,30-34 years,30-34,1,,
22750,Gonorrhea,280,Kentucky,2012,Unknown,15-19 years,15-19,2,,
22751,Gonorrhea,280,Kentucky,2012,Unknown,20-24 years,20-24,1,,
22752,Gonorrhea,280,Kentucky,2012,Unknown,40+ years,40+,1,,
22753,Gonorrhea,280,Kentucky,2012,Unknown,Unknown,99,3,,
22754,Gonorrhea,280,Kentucky,2013,Unknown,0-14 years,0-14,1,,
22755,Gonorrhea,280,Kentucky,2013,Unknown,15-19 years,15-19,2,,
22756,Gonorrhea,280,Kentucky,2013,Unknown,20-24 years,20-24,9,,
22757,Gonorrhea,280,Kentucky,2013,Unknown,25-29 years,25-29,2,,
22758,Gonorrhea,280,Kentucky,2013,Unknown,Unknown,99,4,,
22759,Gonorrhea,280,Kentucky,2014,Unknown,15-19 years,15-19,5,,
22760,Gonorrhea,280,Kentucky,2014,Unknown,20-24 years,20-24,2,,
22761,Gonorrhea,280,Kentucky,2014,Unknown,30-34 years,30-34,4,,
22762,Gonorrhea,280,Kentucky,2014,Unknown,35-39 years,35-39,1,,
22763,Gonorrhea,280,Kentucky,2014,Unknown,40+ years,40+,1,,
22764,Gonorrhea,280,Kentucky,2014,Unknown,Unknown,99,2,,
22765,Gonorrhea,280,Louisiana,2002,Unknown,15-19 years,15-19,19,,
22766,Gonorrhea,280,Louisiana,2002,Unknown,20-24 years,20-24,12,,
22767,Gonorrhea,280,Louisiana,2002,Unknown,25-29 years,25-29,5,,
22768,Gonorrhea,280,Louisiana,2002,Unknown,30-34 years,30-34,3,,
22769,Gonorrhea,280,Louisiana,2002,Unknown,40+ years,40+,1,,
22770,Gonorrhea,280,Louisiana,2002,Unknown,Unknown,99,20,,
22771,Gonorrhea,280,Louisiana,2003,Unknown,0-14 years,0-14,2,,
22772,Gonorrhea,280,Louisiana,2003,Unknown,15-19 years,15-19,17,,
22773,Gonorrhea,280,Louisiana,2003,Unknown,20-24 years,20-24,16,,
22774,Gonorrhea,280,Louisiana,2003,Unknown,25-29 years,25-29,6,,
22775,Gonorrhea,280,Louisiana,2003,Unknown,35-39 years,35-39,1,,
22776,Gonorrhea,280,Louisiana,2003,Unknown,40+ years,40+,3,,
22777,Gonorrhea,280,Louisiana,2003,Unknown,Unknown,99,19,,
22778,Gonorrhea,280,Louisiana,2004,Unknown,0-14 years,0-14,1,,
22779,Gonorrhea,280,Louisiana,2004,Unknown,15-19 years,15-19,24,,
22780,Gonorrhea,280,Louisiana,2004,Unknown,20-24 years,20-24,19,,
22781,Gonorrhea,280,Louisiana,2004,Unknown,25-29 years,25-29,8,,
22782,Gonorrhea,280,Louisiana,2004,Unknown,30-34 years,30-34,1,,
22783,Gonorrhea,280,Louisiana,2004,Unknown,35-39 years,35-39,2,,
22784,Gonorrhea,280,Louisiana,2004,Unknown,40+ years,40+,1,,
22785,Gonorrhea,280,Louisiana,2004,Unknown,Unknown,99,3,,
22786,Gonorrhea,280,Louisiana,2005,Unknown,0-14 years,0-14,2,,
22787,Gonorrhea,280,Louisiana,2005,Unknown,15-19 years,15-19,15,,
22788,Gonorrhea,280,Louisiana,2005,Unknown,20-24 years,20-24,26,,
22789,Gonorrhea,280,Louisiana,2005,Unknown,25-29 years,25-29,9,,
22790,Gonorrhea,280,Louisiana,2005,Unknown,30-34 years,30-34,2,,
22791,Gonorrhea,280,Louisiana,2005,Unknown,35-39 years,35-39,4,,
22792,Gonorrhea,280,Louisiana,2005,Unknown,40+ years,40+,3,,
22793,Gonorrhea,280,Louisiana,2005,Unknown,Unknown,99,6,,
22794,Gonorrhea,280,Louisiana,2006,Unknown,15-19 years,15-19,42,,
22795,Gonorrhea,280,Louisiana,2006,Unknown,20-24 years,20-24,28,,
22796,Gonorrhea,280,Louisiana,2006,Unknown,25-29 years,25-29,7,,
22797,Gonorrhea,280,Louisiana,2006,Unknown,30-34 years,30-34,7,,
22798,Gonorrhea,280,Louisiana,2006,Unknown,35-39 years,35-39,2,,
22799,Gonorrhea,280,Louisiana,2006,Unknown,40+ years,40+,2,,
22800,Gonorrhea,280,Louisiana,2006,Unknown,Unknown,99,4,,
22801,Gonorrhea,280,Louisiana,2007,Unknown,0-14 years,0-14,1,,
22802,Gonorrhea,280,Louisiana,2007,Unknown,15-19 years,15-19,37,,
22803,Gonorrhea,280,Louisiana,2007,Unknown,20-24 years,20-24,47,,
22804,Gonorrhea,280,Louisiana,2007,Unknown,25-29 years,25-29,8,,
22805,Gonorrhea,280,Louisiana,2007,Unknown,30-34 years,30-34,4,,
22806,Gonorrhea,280,Louisiana,2007,Unknown,35-39 years,35-39,8,,
22807,Gonorrhea,280,Louisiana,2007,Unknown,40+ years,40+,5,,
22808,Gonorrhea,280,Louisiana,2007,Unknown,Unknown,99,4,,
22809,Gonorrhea,280,Louisiana,2008,Unknown,15-19 years,15-19,10,,
22810,Gonorrhea,280,Louisiana,2008,Unknown,20-24 years,20-24,16,,
22811,Gonorrhea,280,Louisiana,2008,Unknown,25-29 years,25-29,11,,
22812,Gonorrhea,280,Louisiana,2008,Unknown,30-34 years,30-34,3,,
22813,Gonorrhea,280,Louisiana,2008,Unknown,35-39 years,35-39,1,,
22814,Gonorrhea,280,Louisiana,2008,Unknown,40+ years,40+,1,,
22815,Gonorrhea,280,Louisiana,2008,Unknown,Unknown,99,3,,
22816,Gonorrhea,280,Louisiana,2009,Unknown,0-14 years,0-14,1,,
22817,Gonorrhea,280,Louisiana,2009,Unknown,15-19 years,15-19,7,,
22818,Gonorrhea,280,Louisiana,2009,Unknown,20-24 years,20-24,7,,
22819,Gonorrhea,280,Louisiana,2009,Unknown,25-29 years,25-29,3,,
22820,Gonorrhea,280,Louisiana,2009,Unknown,35-39 years,35-39,1,,
22821,Gonorrhea,280,Louisiana,2009,Unknown,Unknown,99,3,,
22822,Gonorrhea,280,Louisiana,2010,Unknown,0-14 years,0-14,16,,
22823,Gonorrhea,280,Louisiana,2010,Unknown,15-19 years,15-19,226,,
22824,Gonorrhea,280,Louisiana,2010,Unknown,20-24 years,20-24,164,,
22825,Gonorrhea,280,Louisiana,2010,Unknown,25-29 years,25-29,71,,
22826,Gonorrhea,280,Louisiana,2010,Unknown,30-34 years,30-34,19,,
22827,Gonorrhea,280,Louisiana,2010,Unknown,35-39 years,35-39,15,,
22828,Gonorrhea,280,Louisiana,2010,Unknown,40+ years,40+,13,,
22829,Gonorrhea,280,Louisiana,2010,Unknown,Unknown,99,24,,
22830,Gonorrhea,280,Louisiana,2011,Unknown,0-14 years,0-14,8,,
22831,Gonorrhea,280,Louisiana,2011,Unknown,15-19 years,15-19,72,,
22832,Gonorrhea,280,Louisiana,2011,Unknown,20-24 years,20-24,56,,
22833,Gonorrhea,280,Louisiana,2011,Unknown,25-29 years,25-29,19,,
22834,Gonorrhea,280,Louisiana,2011,Unknown,30-34 years,30-34,2,,
22835,Gonorrhea,280,Louisiana,2011,Unknown,35-39 years,35-39,3,,
22836,Gonorrhea,280,Louisiana,2011,Unknown,40+ years,40+,2,,
22837,Gonorrhea,280,Louisiana,2011,Unknown,Unknown,99,5,,
22838,Gonorrhea,280,Maine,2010,Unknown,35-39 years,35-39,1,,
22839,Gonorrhea,280,Maine,2014,Unknown,20-24 years,20-24,1,,
22840,Gonorrhea,280,Maine,2014,Unknown,25-29 years,25-29,1,,
22841,Gonorrhea,280,Maryland,2000,Unknown,0-14 years,0-14,3,,
22842,Gonorrhea,280,Maryland,2000,Unknown,15-19 years,15-19,15,,
22843,Gonorrhea,280,Maryland,2000,Unknown,20-24 years,20-24,27,,
22844,Gonorrhea,280,Maryland,2000,Unknown,25-29 years,25-29,6,,
22845,Gonorrhea,280,Maryland,2000,Unknown,30-34 years,30-34,4,,
22846,Gonorrhea,280,Maryland,2000,Unknown,35-39 years,35-39,4,,
22847,Gonorrhea,280,Maryland,2000,Unknown,40+ years,40+,5,,
22848,Gonorrhea,280,Maryland,2002,Unknown,0-14 years,0-14,1,,
22849,Gonorrhea,280,Maryland,2002,Unknown,15-19 years,15-19,1,,
22850,Gonorrhea,280,Maryland,2002,Unknown,20-24 years,20-24,1,,
22851,Gonorrhea,280,Maryland,2002,Unknown,25-29 years,25-29,3,,
22852,Gonorrhea,280,Maryland,2002,Unknown,Unknown,99,1,,
22853,Gonorrhea,280,Maryland,2003,Unknown,0-14 years,0-14,1,,
22854,Gonorrhea,280,Maryland,2003,Unknown,15-19 years,15-19,1,,
22855,Gonorrhea,280,Maryland,2003,Unknown,20-24 years,20-24,1,,
22856,Gonorrhea,280,Maryland,2003,Unknown,25-29 years,25-29,2,,
22857,Gonorrhea,280,Maryland,2003,Unknown,30-34 years,30-34,1,,
22858,Gonorrhea,280,Maryland,2003,Unknown,35-39 years,35-39,1,,
22859,Gonorrhea,280,Maryland,2003,Unknown,Unknown,99,1,,
22860,Gonorrhea,280,Maryland,2004,Unknown,20-24 years,20-24,1,,
22861,Gonorrhea,280,Maryland,2005,Unknown,15-19 years,15-19,1,,
22862,Gonorrhea,280,Maryland,2005,Unknown,20-24 years,20-24,1,,
22863,Gonorrhea,280,Maryland,2005,Unknown,25-29 years,25-29,1,,
22864,Gonorrhea,280,Maryland,2005,Unknown,30-34 years,30-34,2,,
22865,Gonorrhea,280,Maryland,2006,Unknown,15-19 years,15-19,4,,
22866,Gonorrhea,280,Maryland,2006,Unknown,20-24 years,20-24,6,,
22867,Gonorrhea,280,Maryland,2006,Unknown,25-29 years,25-29,2,,
22868,Gonorrhea,280,Maryland,2006,Unknown,40+ years,40+,2,,
22869,Gonorrhea,280,Maryland,2006,Unknown,Unknown,99,3,,
22870,Gonorrhea,280,Maryland,2007,Unknown,30-34 years,30-34,1,,
22871,Gonorrhea,280,Maryland,2008,Unknown,15-19 years,15-19,2,,
22872,Gonorrhea,280,Maryland,2008,Unknown,20-24 years,20-24,2,,
22873,Gonorrhea,280,Maryland,2008,Unknown,25-29 years,25-29,2,,
22874,Gonorrhea,280,Maryland,2008,Unknown,Unknown,99,2,,
22875,Gonorrhea,280,Maryland,2009,Unknown,0-14 years,0-14,2,,
22876,Gonorrhea,280,Maryland,2009,Unknown,15-19 years,15-19,5,,
22877,Gonorrhea,280,Maryland,2009,Unknown,20-24 years,20-24,6,,
22878,Gonorrhea,280,Maryland,2009,Unknown,25-29 years,25-29,1,,
22879,Gonorrhea,280,Maryland,2009,Unknown,35-39 years,35-39,1,,
22880,Gonorrhea,280,Maryland,2009,Unknown,40+ years,40+,1,,
22881,Gonorrhea,280,Maryland,2010,Unknown,15-19 years,15-19,2,,
22882,Gonorrhea,280,Maryland,2010,Unknown,25-29 years,25-29,3,,
22883,Gonorrhea,280,Maryland,2010,Unknown,35-39 years,35-39,1,,
22884,Gonorrhea,280,Maryland,2010,Unknown,Unknown,99,2,,
22885,Gonorrhea,280,Maryland,2011,Unknown,0-14 years,0-14,1,,
22886,Gonorrhea,280,Maryland,2011,Unknown,15-19 years,15-19,1,,
22887,Gonorrhea,280,Maryland,2011,Unknown,25-29 years,25-29,1,,
22888,Gonorrhea,280,Maryland,2011,Unknown,40+ years,40+,1,,
22889,Gonorrhea,280,Maryland,2011,Unknown,Unknown,99,1,,
22890,Gonorrhea,280,Maryland,2012,Unknown,15-19 years,15-19,1,,
22891,Gonorrhea,280,Maryland,2012,Unknown,40+ years,40+,1,,
22892,Gonorrhea,280,Maryland,2013,Unknown,15-19 years,15-19,2,,
22893,Gonorrhea,280,Maryland,2013,Unknown,Unknown,99,1,,
22894,Gonorrhea,280,Maryland,2014,Unknown,15-19 years,15-19,4,,
22895,Gonorrhea,280,Maryland,2014,Unknown,20-24 years,20-24,2,,
22896,Gonorrhea,280,Maryland,2014,Unknown,25-29 years,25-29,3,,
22897,Gonorrhea,280,Maryland,2014,Unknown,40+ years,40+,1,,
22898,Gonorrhea,280,Maryland,2014,Unknown,Unknown,99,1,,
22899,Gonorrhea,280,Massachusetts,2001,Unknown,30-34 years,30-34,1,,
22900,Gonorrhea,280,Massachusetts,2003,Unknown,0-14 years,0-14,2,,
22901,Gonorrhea,280,Massachusetts,2003,Unknown,15-19 years,15-19,1,,
22902,Gonorrhea,280,Massachusetts,2003,Unknown,20-24 years,20-24,2,,
22903,Gonorrhea,280,Massachusetts,2003,Unknown,25-29 years,25-29,1,,
22904,Gonorrhea,280,Massachusetts,2003,Unknown,30-34 years,30-34,1,,
22905,Gonorrhea,280,Massachusetts,2004,Unknown,20-24 years,20-24,1,,
22906,Gonorrhea,280,Massachusetts,2004,Unknown,30-34 years,30-34,1,,
22907,Gonorrhea,280,Massachusetts,2005,Unknown,25-29 years,25-29,1,,
22908,Gonorrhea,280,Massachusetts,2006,Unknown,20-24 years,20-24,2,,
22909,Gonorrhea,280,Massachusetts,2006,Unknown,40+ years,40+,1,,
22910,Gonorrhea,280,Massachusetts,2007,Unknown,20-24 years,20-24,1,,
22911,Gonorrhea,280,Massachusetts,2008,Unknown,25-29 years,25-29,1,,
22912,Gonorrhea,280,Massachusetts,2008,Unknown,40+ years,40+,2,,
22913,Gonorrhea,280,Massachusetts,2009,Unknown,15-19 years,15-19,1,,
22914,Gonorrhea,280,Massachusetts,2009,Unknown,20-24 years,20-24,2,,
22915,Gonorrhea,280,Massachusetts,2009,Unknown,30-34 years,30-34,1,,
22916,Gonorrhea,280,Massachusetts,2011,Unknown,Unknown,99,1,,
22917,Gonorrhea,280,Massachusetts,2012,Unknown,20-24 years,20-24,1,,
22918,Gonorrhea,280,Massachusetts,2013,Unknown,20-24 years,20-24,1,,
22919,Gonorrhea,280,Massachusetts,2013,Unknown,25-29 years,25-29,2,,
22920,Gonorrhea,280,Massachusetts,2013,Unknown,30-34 years,30-34,1,,
22921,Gonorrhea,280,Massachusetts,2013,Unknown,35-39 years,35-39,1,,
22922,Gonorrhea,280,Massachusetts,2013,Unknown,40+ years,40+,1,,
22923,Gonorrhea,280,Massachusetts,2014,Unknown,15-19 years,15-19,1,,
22924,Gonorrhea,280,Massachusetts,2014,Unknown,20-24 years,20-24,4,,
22925,Gonorrhea,280,Massachusetts,2014,Unknown,25-29 years,25-29,3,,
22926,Gonorrhea,280,Massachusetts,2014,Unknown,30-34 years,30-34,2,,
22927,Gonorrhea,280,Massachusetts,2014,Unknown,35-39 years,35-39,2,,
22928,Gonorrhea,280,Michigan,2003,Unknown,Unknown,99,1,,
22929,Gonorrhea,280,Michigan,2005,Unknown,15-19 years,15-19,20,,
22930,Gonorrhea,280,Michigan,2005,Unknown,20-24 years,20-24,12,,
22931,Gonorrhea,280,Michigan,2005,Unknown,25-29 years,25-29,9,,
22932,Gonorrhea,280,Michigan,2005,Unknown,35-39 years,35-39,1,,
22933,Gonorrhea,280,Michigan,2005,Unknown,40+ years,40+,8,,
